Gene stable ID	Gene Name	GenBank ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
FBgn0038509	CG14332		42098	42098	protein_coding
FBgn0085450	Snoo	AM282581	5740414	5740414	protein_coding
FBgn0040260	Ugt37D1	BI164173	53511	53511	protein_coding
FBgn0082924	snoRNA:Or-aca2	AJ809594	5740435	5740435	sncRNA
FBgn0029816	CG12729	AY089297	31515	31515	protein_coding
FBgn0039470	CG6296	AI293868	43246	43246	protein_coding
FBgn0038386	CG5478	AY089266	41936	41936	protein_coding
FBgn0287599	CG46468				protein_coding
FBgn0004171	Mst98Cb	AI945168	43367	43367	protein_coding
FBgn0042103	CG18746	AY094887	59142	59142	protein_coding
FBgn0034326	CG18540		37097	37097	protein_coding
FBgn0031950	Herp	BI171977	34065	34065	protein_coding
FBgn0034462	CG15905		37257	37257	protein_coding
FBgn0051093	CG31093	AY089485	43116	43116	protein_coding
FBgn0267938	lncRNA:CR46218		26067529	26067529	lncRNA
FBgn0083141	Spn28B		34035	34035	protein_coding
FBgn0053775	CG33775	CX309650	3772054	3772054	protein_coding
FBgn0010388	Dro	AY224649	36635	36635	protein_coding
FBgn0263523	mir-4972		12798548	12798548	sncRNA
FBgn0262524	ver	AX260125	39432	39432	protein_coding
FBgn0262717	Skeletor	AF321290	3772559	3772559	protein_coding
FBgn0034606	ASPP	CZ477356	37422	37422	protein_coding
FBgn0011604	Iswi	BI608595	36390	36390	protein_coding
FBgn0026056	Rlip	CZ478862	42484	42484	protein_coding
FBgn0083011	snoRNA:Psi28S-1135b	AJ629193	5740388	5740388	sncRNA
FBgn0038768	CG4936	AY061100	42393	42393	protein_coding
FBgn0031321	Tgt	AI258711	33307	33307	protein_coding
FBgn0031517	CG15406	AY118706	33542	33542	protein_coding
FBgn0082962	snoRNA:Psi28S-3385a	AJ809578	5740781	5740781	sncRNA
FBgn0029153	Menl-2	BF495428	3772692	3772692	protein_coding
FBgn0050039	CG30039	BF495877	246411	246411	protein_coding
FBgn0085337	CG34308		5740483	5740483	protein_coding
FBgn0033748	vis	AI534944	36372	36372	protein_coding
FBgn0264995	lncRNA:CR44146		14462809	14462809	lncRNA
FBgn0004648	svr	AQ025323	30998	30998	protein_coding
FBgn0063387	snoRNA:U27:54Eb		3772002	3772002	sncRNA
FBgn0267300	lncRNA:CR45736		19835192	19835192	lncRNA
FBgn0030396	CG2556	AJ569855	32201	32201	protein_coding
FBgn0037534	ELOVL	BI619027	40943	40943	protein_coding
FBgn0045035	tefu	CZ480860	41839	41839	protein_coding
FBgn0028400	Syt4	AF181098	40876	40876	protein_coding
FBgn0052281	CG32281		317953	317953	protein_coding
FBgn0031020	Naa15-16	AI543189	32934	32934	protein_coding
FBgn0030595	CG14406		32421	32421	protein_coding
FBgn0001324	kto	AI542171	44830	44830	protein_coding
FBgn0086912	mbm	AA735204	33194	33194	protein_coding
FBgn0032618	CG31743	AI402627	326156	326156	protein_coding
FBgn0266957	lncRNA:CR45408		19835826	19835826	lncRNA
FBgn0033736	CG13154	AY118426	36359	36359	protein_coding
FBgn0062412	Ctr1B	BI170132	40989	40989	protein_coding
FBgn0032636	CG5043	BT016056	35046	35046	protein_coding
FBgn0034152	Acp53C14a	AY635262	36872	36872	protein_coding
FBgn0033656	S2P	BH901022	36262	36262	protein_coding
FBgn0025387	CG12184	AW940599	31392	31392	protein_coding
FBgn0030005	CG2120		31737	31737	protein_coding
FBgn0265372	lncRNA:CR44313		19836204	19836204	lncRNA
FBgn0032651	Oli	AI387220	35066	35066	protein_coding
FBgn0038097	CG14384		41588	41588	protein_coding
FBgn0266928	lncRNA:CR45379		19835071	19835071	lncRNA
FBgn0035476	CG12766		38462	38462	protein_coding
FBgn0265766	lncRNA:CR44573		19835117	19835117	lncRNA
FBgn0266737	asRNA:CR45210		19836158	19836158	lncRNA
FBgn0263470	snoRNA:Tudor-SN-a		12798543	12798543	sncRNA
FBgn0040020	MED21	AE002989	3354977	3354977	protein_coding
FBgn0267899	CR46187				pseudogene
FBgn0022774	Oat	CZ482999	40145	40145	protein_coding
FBgn0013348	TpnC41C	CS025546	35473	35473	protein_coding
FBgn0085459	CG34430		5740489	5740489	protein_coding
FBgn0267894	CR46182				pseudogene
FBgn0085415	CG34386		5740303	5740303	protein_coding
FBgn0050043	CG30043	AI293841	246412	246412	protein_coding
FBgn0034578	CG15653		37388	37388	protein_coding
FBgn0287465	lncRNA:CR46454				lncRNA
FBgn0039466	CG5521	BZ665629	43242	43242	protein_coding
FBgn0038850	CG17279		42489	42489	protein_coding
FBgn0000233	btd	AY084183	31912	31912	protein_coding
FBgn0051463	CG31463	AY119120	40978	40978	protein_coding
FBgn0051343	CG31343	BG633105	326133	326133	protein_coding
FBgn0030403	CG1824	AI388732	32208	32208	protein_coding
FBgn0039406	RpL34a	AY071577	43169	43169	protein_coding
FBgn0033056	CG7856	AY113248	35533	35533	protein_coding
FBgn0037715	CG9399	AY113593	41157	41157	protein_coding
FBgn0032803	CG13082	CZ479857	35244	35244	protein_coding
FBgn0036759	CG5577	BH759236	39985	39985	protein_coding
FBgn0039024	Nepl15	AI062684	42701	42701	protein_coding
FBgn0032022	CG14275	CZ471405	34144	34144	protein_coding
FBgn0267695	lncRNA:CR46031		26067350	26067350	lncRNA
FBgn0039684	Obp99d		43496	43496	protein_coding
FBgn0031652	jet	AA263998	33705	33705	protein_coding
FBgn0001174	halo	BI228503	33334	33334	protein_coding
FBgn0034982	Naa35	AY060948	37866	37866	protein_coding
FBgn0027537	Nup93-1	AA735336	32350	32350	protein_coding
FBgn0036547	CG17032	BI243754	39736	39736	protein_coding
FBgn0266825	lncRNA:CR45287		19835419	19835419	lncRNA
FBgn0038214	CG9616		41731	41731	protein_coding
FBgn0046704	Liprin-alpha	AI238606	249072	249072	protein_coding
FBgn0030522	CG11103	AI259885	32342	32342	protein_coding
FBgn0264819	asRNA:CR44027		14462354	14462354	lncRNA
FBgn0266280	lncRNA:CR44965		19835179	19835179	lncRNA
FBgn0037592	CG11737	CZ485673	41009	41009	protein_coding
FBgn0040098	lectin-29Ca	AY635232	53547	53547	protein_coding
FBgn0036467	CG12310	AY070923	39634	39634	protein_coding
FBgn0038363	Acyp2	BZ286399	41910	41910	protein_coding
FBgn0287588	CG46458				protein_coding
FBgn0038421	CG17931	BF503279	8674030	8674030	protein_coding
FBgn0265310	lncRNA:CR44283		19835856	19835856	lncRNA
FBgn0040765	luna	AA699153	2768719	2768719	protein_coding
FBgn0004174	Mst84Dc	X78361	40887	40887	protein_coding
FBgn0084017	CR41454		4379917	4379917	pseudogene
FBgn0046878	Obp83cd	AY071635	40746	40746	protein_coding
FBgn0010651	MFS14	CZ477368	46085	46085	protein_coding
FBgn0029929	CG4593	BI483359	31649	31649	protein_coding
FBgn0038926	CG13409		42592	42592	protein_coding
FBgn0266892	lncRNA:CR45352		19835001	19835001	lncRNA
FBgn0053846	His1:CG33846		3772409	3772409	protein_coding
FBgn0267059	lncRNA:CR45503		19834987	19834987	lncRNA
FBgn0053835	His2A:CG33835		3772278	3772278	protein_coding
FBgn0035858	CG13674		38921	38921	protein_coding
FBgn0033952	Adgf-E	BG633031	36627	36627	protein_coding
FBgn0036212	CG11597	AY058490	39337	39337	protein_coding
FBgn0030607	dob	AI455124	32436	32436	protein_coding
FBgn0267533	asRNA:CR45873		26067201	26067201	lncRNA
FBgn0265309	lncRNA:CR44282		19835709	19835709	lncRNA
FBgn0051752	CG31752		35143	35143	protein_coding
FBgn0036911	Fibp	AW941819	40163	40163	protein_coding
FBgn0264439	lncRNA:CR43857		14462718	14462718	lncRNA
FBgn0040347	mus81	AY061067	31044	31044	protein_coding
FBgn0261700	lncRNA:CR42736		19835508	19835508	lncRNA
FBgn0050499	Rpe	AW942078	35692	35692	protein_coding
FBgn0032369	CG6614	AY119533	34583	34583	protein_coding
FBgn0063377	snoRNA:Me28S-A1666a		3772411	3772411	sncRNA
FBgn0083015	snoRNA:Psi18S-920	AJ876547	5740838	5740838	sncRNA
FBgn0266116	lncRNA:CR44842		19835324	19835324	lncRNA
FBgn0031821	KFase	AY089670	33907	33907	protein_coding
FBgn0038012	CG10013	AA540632	41494	41494	protein_coding
FBgn0036890	CG9368	AY113598	40135	40135	protein_coding
FBgn0030983	CG15882		32895	32895	protein_coding
FBgn0052074	CG32074		317842	317842	protein_coding
FBgn0259936	Uhg3	AI238428	3772557	3772557	lncRNA
FBgn0264449	CG43867	AW942185	31031	31031	protein_coding
FBgn0035847	mthl7	CZ467535	38910	38910	protein_coding
FBgn0031523	CG15408		33548	33548	protein_coding
FBgn0086683	Spf45	DQ295864	3355114	3355114	protein_coding
FBgn0051145	CG31145	CZ484279	42784	42784	protein_coding
FBgn0266940	CR45391				pseudogene
FBgn0033724	CG8501	AA699199	36347	36347	protein_coding
FBgn0259699	CG42353	BI241226	32576	32576	protein_coding
FBgn0030660	CG8097	AI945252	32495	32495	protein_coding
FBgn0039481	Cpr97Eb	BI165959	43259	43259	protein_coding
FBgn0001085	fz	AA951534	45307	45307	protein_coding
FBgn0030120	CG17440	BF489944	31879	31879	protein_coding
FBgn0266771	lncRNA:CR45236		19836019	19836019	lncRNA
FBgn0028692	Rpn2	AF312231	43449	43449	protein_coding
FBgn0265178	CG44243	AQ026499	36795	36795	protein_coding
FBgn0259682	Jabba	CZ484608	37164	37164	protein_coding
FBgn0036496	cocoon	AY118452	39665	39665	protein_coding
FBgn0034918	Pym	AA698824	37780	37780	protein_coding
FBgn0003310	S	CZ466184	33281	33281	protein_coding
FBgn0004198	ct	AY925692	44540	44540	protein_coding
FBgn0034824	Klp59C	AI293978	37671	37671	protein_coding
FBgn0053221	CR33221		2768878	2768878	pseudogene
FBgn0037818	CG6465	AW940157	41274	41274	protein_coding
FBgn0013972	Gycalpha99B	S57126	43493	43493	protein_coding
FBgn0002873	mud	AY058595	44839	44839	protein_coding
FBgn0039810	CG15549	BF505346	43665	43665	protein_coding
FBgn0016013	Faa	AY069144	45577	45577	protein_coding
FBgn0051245	CG31245	AI946021	42316	42316	protein_coding
FBgn0032192	CG5731	AY113489	34355	34355	protein_coding
FBgn0026388	Or46a	BD268274	2768728	2768728	protein_coding
FBgn0267176	lncRNA:CR45616		19834946	19834946	lncRNA
FBgn0033179	p47	AI513119	35674	35674	protein_coding
FBgn0266326	lncRNA:CR44991		19834911	19834911	lncRNA
FBgn0023540	CG3630	CZ481357	31189	31189	protein_coding
FBgn0033512	CG12902	AY113233	36092	36092	protein_coding
FBgn0264490	Eip93F	CZ490809	44936	44936	protein_coding
FBgn0033447	dila	BF490747	36010	36010	protein_coding
FBgn0038504	Sur-8	CZ469313	42093	42093	protein_coding
FBgn0267630	asRNA:CR45968		26067295	26067295	lncRNA
FBgn0042127	CG18789		317813	317813	protein_coding
FBgn0038869	Smyd5	BT010224	42517	42517	protein_coding
FBgn0033712	mIF3		36335	36335	protein_coding
FBgn0028999	nerfin-1	AF203690	44786	44786	protein_coding
FBgn0052364	tut	AX094581	317996	317996	protein_coding
FBgn0037579	COX7AL	AI945937	40995	40995	protein_coding
FBgn0052821	CR32821		318229	318229	pseudogene
FBgn0041623	Or65c		318013	318013	protein_coding
FBgn0050414	CG30414		37705	37705	protein_coding
FBgn0267621	lncRNA:CR45959		26067286	26067286	lncRNA
FBgn0013305	Nmda1	BT015290	36419	36419	protein_coding
FBgn0261592	RpS6	L07881	31700	31700	protein_coding
FBgn0267765	asRNA:CR46096		26067413	26067413	lncRNA
FBgn0030641	CG6299	BI620952	32475	32475	protein_coding
FBgn0086053	snoRNA:Me18S-G1358a	AJ784367	5740666	5740666	sncRNA
FBgn0283509	Phm	U77428	37823	37823	protein_coding
FBgn0034964	IntS1	BT001870	37840	37840	protein_coding
FBgn0030336	CG1578	AY119604	32135	32135	protein_coding
FBgn0034713	CG11291	AY089370	37541	37541	protein_coding
FBgn0263006	SERCA	M62892	49297	49297	protein_coding
FBgn0033021	CG10417	AA948949	35492	35492	protein_coding
FBgn0034379	CG15073	BI236958	37155	37155	protein_coding
FBgn0266402	asRNA:CR45042		19834798	19834798	lncRNA
FBgn0032337	AstCC	CL527921	34538	34538	protein_coding
FBgn0030668	CG8128	AI063449	32504	32504	protein_coding
FBgn0043799	CG31381	AA816785	192528	192528	protein_coding
FBgn0035003	CG15873	AY095509	37898	37898	protein_coding
FBgn0037374	jagn	AY061443	40714	40714	protein_coding
FBgn0267033	mamo	BI354959	32353	32353	protein_coding
FBgn0267779	lncRNA:CR46110		26067427	26067427	lncRNA
FBgn0017457	U2af38	AC004115	33201	33201	protein_coding
FBgn0267147	lncRNA:CR45587		19834775	19834775	lncRNA
FBgn0266969	lncRNA:CR45420		19836129	19836129	lncRNA
FBgn0027053	CSN5	AA439751	42000	42000	protein_coding
FBgn0032846	Pyroxd1	AC004364	35296	35296	protein_coding
FBgn0036108	Cpr67Fa1	BI370480	39223	39223	protein_coding
FBgn0033782	sug	AY069605	36424	36424	protein_coding
FBgn0036020	CG8336	AI946971	39121	39121	protein_coding
FBgn0040340	TRAM	CZ472190	31042	31042	protein_coding
FBgn0031664	CG8892	AI518614	33719	33719	protein_coding
FBgn0035548	CG15023		38550	38550	protein_coding
FBgn0003086	Pig1	X15760	31303	31303	protein_coding
FBgn0001989	ND-B17	AI062450	34925	34925	protein_coding
FBgn0052835	lncRNA:CR32835	AI945790	12798142	12798142	lncRNA
FBgn0266557	kis	CZ482370	33185	33185	protein_coding
FBgn0011818	oaf	BH840523	33435	33435	protein_coding
FBgn0259849	Su(Ste):CR42418		7354452	7354452	lncRNA
FBgn0266952	lncRNA:CR45403		19835783	19835783	lncRNA
FBgn0004795	retn	AQ073271	45976	45976	protein_coding
FBgn0046332	gskt	AI293286	318552	318552	protein_coding
FBgn0053688	CG33688		3772065	3772065	protein_coding
FBgn0036824	CG3902	AY058314	40059	40059	protein_coding
FBgn0034887	St1	AI134371	37742	37742	protein_coding
FBgn0261675	Npc1b		33072	33072	protein_coding
FBgn0039198	CG5768	AW943183	42915	42915	protein_coding
FBgn0266099	CG44836	CZ481297	39825	39825	protein_coding
FBgn0035726	CG9953	BI590681	38763	38763	protein_coding
FBgn0035956	Doc2	AF444797	39038	39038	protein_coding
FBgn0037144	CG7458	BI570625	40441	40441	protein_coding
FBgn0263087	CG43355		13084068	13084068	protein_coding
FBgn0264006	dysc	CZ468840	39533	39533	protein_coding
FBgn0029114	Tollo	AF204158	44497	44497	protein_coding
FBgn0031309	Tfb4	BI171391	33294	33294	protein_coding
FBgn0033188	Drat	BH809457	35687	35687	protein_coding
FBgn0259677	CG42346		3355160	3355160	protein_coding
FBgn0064766	CG7600		39267	39267	protein_coding
FBgn0262357	CG43055		12798556	12798556	protein_coding
FBgn0033451	Marc	BI630069	36014	36014	protein_coding
FBgn0266400	lncRNA:CR45040		19834808	19834808	lncRNA
FBgn0038610	CG7675	AW941034	42211	42211	protein_coding
FBgn0267026	CR45470				pseudogene
FBgn0263452	lncRNA:CR43475		12798512	12798512	lncRNA
FBgn0082929	snoRNA:Me28S-G2703c	AY805219	5740360	5740360	sncRNA
FBgn0001255	ImpE3	AY061140	48239	48239	protein_coding
FBgn0050466	CG30466	BF492433	246629	246629	protein_coding
FBgn0050398	CG30398	BF492501	246591	246591	protein_coding
FBgn0033663	ERp60	AA803785	36270	36270	protein_coding
FBgn0004867	RpS2	AQ025745	34309	34309	protein_coding
FBgn0000152	Axs	CZ479840	32645	32645	protein_coding
FBgn0034129	Parp16	BF498385	36841	36841	protein_coding
FBgn0029966	Ir7c		31692	31692	protein_coding
FBgn0038649	CG7718	AY071478	42254	42254	protein_coding
FBgn0267802	lncRNA:CR46127		26067443	26067443	lncRNA
FBgn0015583	Acp29AB	AY344305	34162	34162	protein_coding
FBgn0000277	CecA2	AF018984	43596	43596	protein_coding
FBgn0263325	lncRNA:CR43406		26067105	26067105	lncRNA
FBgn0034539	CG11159		37341	37341	protein_coding
FBgn0029903	pod1	AJ571208	31620	31620	protein_coding
FBgn0265916	lncRNA:CR44705		19835708	19835708	lncRNA
FBgn0051706	CG31706	AW941808	261621	261621	protein_coding
FBgn0027335	Rip11	AJ426986	32850	32850	protein_coding
FBgn0038405	CG8927	BT021324	41964	41964	protein_coding
FBgn0033936	Achl	BT021348	36605	36605	protein_coding
FBgn0263257	Cngl	AB030577	32468	32468	protein_coding
FBgn0032047	CG13088	CZ483990	34180	34180	protein_coding
FBgn0036785	CG13700	BF495920	40013	40013	protein_coding
FBgn0032394	Hacd1	AY069058	34614	34614	protein_coding
FBgn0267084	asRNA:CR45528		19834896	19834896	lncRNA
FBgn0015561	unpg	U35427	35942	35942	protein_coding
FBgn0033065	Cyp6w1	AI237973	35543	35543	protein_coding
FBgn0037846	CG6574		41308	41308	protein_coding
FBgn0051866	Ada1-2	BT015976	318992	318992	protein_coding
FBgn0041249	Gr22f	AX058711	117349	117349	protein_coding
FBgn0037364	Rab23	CZ479781	40701	40701	protein_coding
FBgn0262008	CG42826		10178905	10178905	protein_coding
FBgn0053491	CR33491		2768894	2768894	pseudogene
FBgn0011224	heph	CZ477108	48571	48571	protein_coding
FBgn0266966	lncRNA:CR45417		19834763	19834763	lncRNA
FBgn0001189	hfw	BI163705	31120	31120	protein_coding
FBgn0040345	CG3708	AY058402	31039	31039	protein_coding
FBgn0266917	Sf3a1	AB082915	42048	42048	protein_coding
FBgn0037921	CG6808	BF488105	41394	41394	protein_coding
FBgn0038820	CG4000	BI590394	42451	42451	protein_coding
FBgn0029589	CG14810		31131	31131	protein_coding
FBgn0266246	lncRNA:CR44941		19835947	19835947	lncRNA
FBgn0035904	GstO3	BI369224	38972	38972	protein_coding
FBgn0052600	dpr8	AJ783171	32387	32387	protein_coding
FBgn0250862	CG42237		32261	32261	protein_coding
FBgn0264706	CR43975				pseudogene
FBgn0030881	CG12985		32774	32774	protein_coding
FBgn0002973	numb	CZ481528	34263	34263	protein_coding
FBgn0259852	Su(Ste):CR42421		7354454	7354454	lncRNA
FBgn0032150	CG13123	AY094905	34303	34303	protein_coding
FBgn0051164	Ir94a		318610	318610	protein_coding
FBgn0020305	dbe	AY069529	33269	33269	protein_coding
FBgn0031857	LUBEL	AI109547	33950	33950	protein_coding
FBgn0033015	d4	AW942949	35485	35485	protein_coding
FBgn0035171	CG12502		38102	38102	protein_coding
FBgn0001330	kz	BI356836	31205	31205	protein_coding
FBgn0034970	yki	AI455127	37851	37851	protein_coding
FBgn0037396	CG11459	AY060710	40741	40741	protein_coding
FBgn0031364	CG17648	AY118727	33357	33357	protein_coding
FBgn0053116	CG33116	AW944246	326259	326259	protein_coding
FBgn0261838	pre-mod(mdg4)-Z		10178929	10178929	protein_coding
FBgn0029079	icln	AY084214	36997	36997	protein_coding
FBgn0030955	CG6891	BH214645	32865	32865	protein_coding
FBgn0015576	alpha-Est8	BI231873	40899	40899	protein_coding
FBgn0032311	CG12517		34506	34506	protein_coding
FBgn0034313	CG5726	AW943841	37082	37082	protein_coding
FBgn0264836	CG44044		14462479	14462479	protein_coding
FBgn0265736	lncRNA:CR44543		19835233	19835233	lncRNA
FBgn0038395	CG10407	AI946990	41949	41949	protein_coding
FBgn0028952	Kebab	BE662144	48440	48440	protein_coding
FBgn0062928	hpRNA:CR33940	AY113603	3771790	3771790	lncRNA
FBgn0036726	QIL1	BI375380	39948	39948	protein_coding
FBgn0264987	lncRNA:CR44138		14462465	14462465	lncRNA
FBgn0037481	MAGE	AF170879	40860	40860	protein_coding
FBgn0031660	mRpL28	BI362970	33715	33715	protein_coding
FBgn0267629	lncRNA:CR45967		26067294	26067294	lncRNA
FBgn0035623	mthl2	AX254461	38636	38636	protein_coding
FBgn0047095	CG33939	BI368090	26067037	26067037	protein_coding
FBgn0038244	CG7987	AX094121	41768	41768	protein_coding
FBgn0033988	pcs	AA567603	36674	36674	protein_coding
FBgn0032728	Tango6	BT016081	35155	35155	protein_coding
FBgn0053159	CG33159		318901	318901	protein_coding
FBgn0264787	lncRNA:CR44017		14462439	14462439	lncRNA
FBgn0038440	Gr89a		42007	42007	protein_coding
FBgn0034184	CG9646	BI639376	36918	36918	protein_coding
FBgn0267514	5.8SrRNA-Psi:CR45854				pseudogene
FBgn0027491	Cdk5alpha	AF231134	34385	34385	protein_coding
FBgn0051616	His-Psi:CR31616	BE662181			pseudogene
FBgn0086024	snoRNA:Me28S-A2589b	AJ784340	5740711	5740711	sncRNA
FBgn0266935	lncRNA:CR45386		19835801	19835801	lncRNA
FBgn0262409	mir-304		12797982	12797982	sncRNA
FBgn0051496	CG31496		326145	326145	protein_coding
FBgn0038311	CG14864	AY075200	41846	41846	protein_coding
FBgn0020280	laf	BF499112	40606	40606	protein_coding
FBgn0085570	CR41243		5740663	5740663	pseudogene
FBgn0031490	CG17264	AI542318	33511	33511	protein_coding
FBgn0038147	CCHa2	BI230338	41648	41648	protein_coding
FBgn0065048	snoRNA:U3:54Aa	AJ543994	3772130	3772130	sncRNA
FBgn0265137	Spn42Da	AJ428887	49805	49805	protein_coding
FBgn0011656	Mef2	Y09580	36032	36032	protein_coding
FBgn0026239	gukh	BI372711	53563	53563	protein_coding
FBgn0039370	CG4956		43114	43114	protein_coding
FBgn0039004	Nup133	EF058009	42680	42680	protein_coding
FBgn0031568	CG10019	BG633387	33600	33600	protein_coding
FBgn0039260	Smg6	AI518985	42994	42994	protein_coding
FBgn0000395	cv-2	AF288223	45280	45280	protein_coding
FBgn0004045	Yp1	AY075560	31939	31939	protein_coding
FBgn0030832	CG10597		32714	32714	protein_coding
FBgn0004575	Syn	CZ479189	41247	41247	protein_coding
FBgn0032880	TM9SF2	CZ482543	35335	35335	protein_coding
FBgn0037475	Fer1	BI606382	2768661	2768661	protein_coding
FBgn0267643	lncRNA:CR45981		26067308	26067308	lncRNA
FBgn0036043	Ae2	CZ471351	39147	39147	protein_coding
FBgn0028991	seq	AF421370	3772396	3772396	protein_coding
FBgn0027079	ValRS	G00583	45783	45783	protein_coding
FBgn0039194	CG13614		42911	42911	protein_coding
FBgn0027329	CCT6	AI135828	32518	32518	protein_coding
FBgn0265825	lncRNA:CR44614		19835404	19835404	lncRNA
FBgn0265071	asRNA:CR44182		14462742	14462742	lncRNA
FBgn0034289	CG10910	BI228375	37052	37052	protein_coding
FBgn0052177	Ndfip	AI124306	326197	326197	protein_coding
FBgn0032935	Atg18b	BH615065	35396	35396	protein_coding
FBgn0037911	CG10898	AI260759	41384	41384	protein_coding
FBgn0026313	X11L	AA952051	252671	252671	protein_coding
FBgn0086355	Tpi	U60850	43582	43582	protein_coding
FBgn0261262	CG42613	AY051572	42269	42269	protein_coding
FBgn0263446	asRNA:CR43469		12798426	12798426	lncRNA
FBgn0063083	lncRNA:CR33948	AY119092	3772461	3772461	lncRNA
FBgn0284084	wg	AY863605	34009	34009	protein_coding
FBgn0029722	CG7024	AI945261	31407	31407	protein_coding
